group Movement-of-Society-for-Peace
group Hamas
Hamas_g-796d2007-05-30.txt 0.555556
Hamas_g-340d27-10-2004.txt 0.785714
Hamas_g-1218d2009-12-11.txt 1.0
Hamas_g-2081d2009-01-12.txt 0.748801
Hamas_g-1697d2008-04-21.txt 0.555556
Hamas_g-541d7-2-1982.txt 1.0
Hamas_g-516d2006-10-13.txt 1.0
Hamas_g-2067d2014-09-21.txt 0.5
Hamas_g-143d27-1-2003.txt 1.0
Hamas_g-1593d2004-06-01.txt 1.0
Hamas_g-114d2002-04-05.txt 1.0
Hamas_g-1854d2014-12-20.txt 1.0
Hamas_g-369d2005-07-15.txt 1.0
Hamas_g-1575d2003-10-23.txt 0.999492
Hamas_g-197d25-6-2003.txt 1.0
Hamas_g-102d2002-04-05.txt 1.0
Hamas_g-863d2007-10-31.txt 0.875001
Hamas_g-2253d2008-02-27.txt 1.0
Hamas_g-1574d2003-10-18.txt 1.0
Hamas_g-1226d2007-05-16.txt 0.858167
Hamas_g-460d2006-08-03.txt 1.0
Hamas_g-784d2008-01-04.txt 0.625
Hamas_g-151d16-2-2003.txt 0.9
Hamas_g-1004d18-01-2009.txt 0.571529
Hamas_g-3d25-5-1992.txt 1.0
Hamas_g-557d2005-01-15.txt 1.0
Hamas_g-699d2008-03-01.txt 0.738518
Hamas_g-2281d2014-07-18.txt 1.0
Hamas_g-1983d2009-01-10.txt 0.666667
Hamas_g-169d15-4-2003.txt 0.833333
Hamas_g-597d2007-10-24.txt 1.0
Hamas_g-1041d18-01-2009.txt 0.999991
Hamas_g-1793d2013-11-01.txt 0.75
Hamas_g-838d15-1-2008.txt 1.0
Hamas_g-1621d1994-07-11.txt 0.864733
Hamas_g-227d2004-01-02.txt 1.0
Hamas_g-1804d2014-05-08.txt 1.0
Hamas_g-1427d21-11-2012.txt 0.875444
Hamas_g-707d22-9-1986.txt 0.875
Hamas_g-1329d2011-03-16.txt 1.0
Hamas_g-292d7-9-2004.txt 0.857143
Hamas_g-1994d2017-02-05.txt 0.5
Hamas_g-581d2007-01-09.txt 0.666667
Hamas_g-2198d2014-07-23.txt 0.50417
Hamas_g-672d2008-02-27.txt 0.856741
Hamas_g-1791d2013-11-01.txt 0.909091
Hamas_g-1210d18-01-2009.txt 0.375
Hamas_g-1823d25-7-2014.txt 0.999995
Hamas_g-857d16-06-2007.txt 0.857175
Hamas_g-1073d2009-05-28.txt 1.0
Hamas_g-570d2006-07-26.txt 0.5
Hamas_g-1156d18-01-2009.txt 0.747782
Hamas_g-790d6-7-2006.txt 0.9
Hamas_g-112d2002-06-30.txt 1.0
Hamas_g-279d2002-04-01.txt 0.833333
Hamas_g-258d2004-05-11.txt 0.999999
Hamas_g-209d30-8-2003.txt 0.899999
Hamas_g-1622d25-3-1965.txt 0.714286
Hamas_g-2042d2014-08-02.txt 0.25
Hamas_g-308d14-9-2004.txt 0.888925
Hamas_g-969d18-01-2009.txt 0.648485
Hamas_g-2164d18-01-2009.txt 0.405632
Hamas_g-1888d2015-03-03.txt 0.999977
Hamas_g-500d2007-01-27.txt 0.872335
Hamas_g-453d24-4-1984.txt 0.785717
Hamas_g-2d1991-05-03.txt 0.159124
Hamas_g-1236d2007-05-26.txt 0.888889
Hamas_g-2251d2014-09-06.txt 0.0148145
Hamas_g-186d2003-06-08.txt 0.918627
Hamas_g-117d2002-01-22.txt 1.0
Hamas_g-110d14-7-2002.txt 0.999998
Hamas_g-128d2002-06-09.txt 1.0
Hamas_g-477d2003-06-13.txt 0.555556
Hamas_g-738d20-3-2003.txt 1.0
Hamas_g-106d2002-02-07.txt 0.698206
Hamas_g-1322d2010-12-01.txt 0.7127
Hamas_g-1194d2008-05-23.txt 0.75
Hamas_g-2270d2014-07-19.txt 1.0
Hamas_g-2071d2014-08-02.txt 0.333298
Hamas_g-816d2007-11-26.txt 0.502712
Hamas_g-1323d2011-01-13.txt 1.0
Hamas_g-160d2003-03-08.txt 1.0
Hamas_g-920d18-01-2009.txt 1.0
Hamas_g-1280d2002-06-30.txt 0.972974
Hamas_g-769d2008-06-13.txt 0.727273
Hamas_g-2189d6-1-1988.txt 0.799921
Hamas_g-637d2008-01-15.txt 1.0
Hamas_g-2280d2014-07-23.txt 1.0
Hamas_g-1271d18-01-2009.txt 0.714338
Hamas_g-875d16-06-2007.txt 0.857143
Hamas_g-2073d2014-08-05.txt 1.0
Hamas_g-1797d2014-04-16.txt 1.0
Hamas_g-2325d8-12-2007.txt 1.0
Hamas_g-1077d18-01-2009.txt 1.0
Hamas_g-530d2006-11-30.txt 1.0
Hamas_g-403d8-4-2003.txt 0.74999
Hamas_g-761d7-6-2008.txt 1.0
Hamas_g-1369d2012-01-02.txt 0.6
Hamas_g-2211d2014-07-26.txt 0.5
Hamas_g-284d7-9-2004.txt 1.0
Hamas_g-902d18-01-2009.txt 0.846448
Hamas_g-953d18-01-2009.txt 0.833333
Hamas_g-1065d18-01-2009.txt 0.571429
Hamas_g-718d2006-11-03.txt 0.833333
Hamas_g-333d2004-11-16.txt 0.714286
Hamas_g-660d2008-02-07.txt 0.9
Hamas_g-2301d2014-08-10.txt 0.5
Hamas_g-1808d2014-06-19.txt 1.0
Hamas_g-682d2008-03-01.txt 0.857143
Hamas_g-910d18-01-2009.txt 0.858587
Hamas_g-1407d21-11-2012.txt 0.857144
Hamas_g-418d2004-10-19.txt 1.0
Hamas_g-828d2008-02-25.txt 1.0
Hamas_g-240d28-9-2003.txt 0.454684
Hamas_g-551d2007-08-20.txt 0.909111
Hamas_g-1943d2016-03-14.txt 0.799984
Hamas_g-1203d18-01-2009.txt 0.779064
Hamas_g-1157d2009-09-01.txt 0.777327
Hamas_g-444d2006-09-05.txt 0.895262
Hamas_g-1420d21-11-2012.txt 0.767022
Hamas_g-781d17-6-2008.txt 1.0
Hamas_g-1221d2-12-2007.txt 1.0
Hamas_g-1693d16-4-2008.txt 1.0
Hamas_g-191d12-6-2003.txt 1.0
Hamas_g-359d1993-04-16.txt 1.0
Hamas_g-2203d2008-12-28.txt 0.666667
Hamas_g-1163d18-01-2009.txt 0.777778
Hamas_g-366d1996-01-27.txt 0.666667
Hamas_g-2321d2014-07-30.txt 1.0
Hamas_g-2293d18-01-2009.txt 0.500049
Hamas_g-1710d14-6-2007.txt 0.66694
Hamas_g-624d2007-06-13.txt 1.0
Hamas_g-458d2004-10-02.txt 1.0
Hamas_g-567d2004-10-19.txt 0.857143
Hamas_g-1707d2008-06-12.txt 0.5
Hamas_g-232d11-2-2004.txt 0.727304
Hamas_g-1684d2008-01-25.txt 0.909046
Hamas_g-939d18-01-2009.txt 0.806175
Hamas_g-1010d18-01-2009.txt 0.666667
Hamas_g-2058d19-04-2008.txt 1.0
Hamas_g-1202d18-01-2009.txt 1.0
Hamas_g-1393d2012-10-28.txt 0.693138
Hamas_g-795d2007-05-30.txt 0.562798
Hamas_g-938d18-01-2009.txt 1.0
Hamas_g-443d2006-07-15.txt 1.0
Hamas_g-211d12-4-2004.txt 1.0
Hamas_g-2049d2014-08-02.txt 0.530003
Hamas_g-1610d2004-10-09.txt 1.0
Hamas_g-1372d22-3-2012.txt 0.703447
Hamas_g-619d2006-11-20.txt 0.857143
Hamas_g-192d11-6-2003.txt 1.0
Hamas_g-1352d2011-07-28.txt 0.7
Hamas_g-722d30-5-2004.txt 1.0
Hamas_g-955d18-01-2009.txt 0.636364
Hamas_g-1277d2007-10-27.txt 0.666523
Hamas_g-251d2004-03-22.txt 1.0
Hamas_g-1421d21-11-2012.txt 0.7
Hamas_g-766d10-6-2008.txt 0.75006
Hamas_g-182d2003-05-18.txt 1.0
Hamas_g-1146d18-01-2009.txt 0.777778
Hamas_g-1995d2017-02-06.txt 0.6
Hamas_g-869d2007-11-29.txt 0.777778
Hamas_g-1400d21-11-2012.txt 1.0
Hamas_g-2212d2014-08-07.txt 0.666744
Hamas_g-716d21-5-2007.txt 0.999831
Hamas_g-723d16-4-2008.txt 0.375
Hamas_g-1484d1993-05-08.txt 0.538462
Hamas_g-1199d18-01-2009.txt 0.821837
Hamas_g-1982d2014-07-18.txt 1.0
Hamas_g-2077d2009-01-13.txt 0.279031
Hamas_g-123d2002-04-11.txt 1.0
Hamas_g-263d10-5-2004.txt 0.7
Hamas_g-335d2004-10-04.txt 1.0
Hamas_g-1753d18-01-2009.txt 0.75
Hamas_g-965d18-01-2009.txt 0.714281
Hamas_g-2088d2008-12-27.txt 0.400003
Hamas_g-1479d27-6-1993.txt 0.749949
Hamas_g-804d2008-07-25.txt 0.888889
Hamas_g-229d2004-01-14.txt 0.69997
Hamas_g-1712d30-7-2008.txt 0.666667
Hamas_g-1962d2016-08-21.txt 0.5
Hamas_g-1110d18-01-2009.txt 0.56065
Hamas_g-1732d2004-10-09.txt 0.656084
Hamas_g-1419d21-11-2012.txt 1.0
Hamas_g-1036d18-01-2009.txt 0.636386
Hamas_g-1862d2015-01-27.txt 1.0
Hamas_g-2294d2014-08-13.txt 1.0
Hamas_g-1692d2008-04-09.txt 1.0
Hamas_g-1158d2009-09-01.txt 0.777778
Hamas_g-883d2008-11-05.txt 1.0
Hamas_g-1661d2007-05-29.txt 1.0
Hamas_g-267d11-2-2004.txt 1.0
Hamas_g-558d2004-11-06.txt 1.0
Hamas_g-2242d14-9-2017.txt 1.0
Hamas_g-977d18-01-2009.txt 0.557555
Hamas_g-577d2006-07-06.txt 0.75
Hamas_g-545d2007-01-26.txt 0.994561
Hamas_g-1072d18-01-2009.txt 0.898598
Hamas_g-485d2006-07-08.txt 0.75
Hamas_g-1297d18-01-2009.txt 0.999141
Hamas_g-2171d29-11-1984.txt 0.75
Hamas_g-876d2007-03-11.txt 0.592132
Hamas_g-697d2008-02-28.txt 0.508072
Hamas_g-1058d2009-05-14.txt 0.666667
Hamas_g-1848d2014-08-25.txt 1.0
Hamas_g-1894d2015-06-05.txt 1.0
Hamas_g-1448d21-11-2012.txt 0.352941
Hamas_g-1548d2002-04-05.txt 1.0
Hamas_g-310d2004-10-02.txt 0.687499
Hamas_g-1495d1994-09-02.txt 1.0
Hamas_g-141d19-2-2003.txt 0.777307
Hamas_g-1827d2014-07-19.txt 0.980434
Hamas_g-717d2007-12-18.txt 0.625
Hamas_g-1121d2009-07-20.txt 1.0
Hamas_g-689d2008-03-01.txt 0.733643
Hamas_g-505d2006-11-18.txt 1.0
Hamas_g-1911d2015-12-13.txt 1.0
Hamas_g-635d2008-01-15.txt 0.857143
Hamas_g-1890d2015-04-18.txt 1.0
Hamas_g-2076d2014-08-01.txt 0.688491
Hamas_g-120d21-11-2002.txt 0.999886
Hamas_g-2002d2014-07-30.txt 1.51265e-20
Hamas_g-1815d2014-07-06.txt 1.0
Hamas_g-75d8-6-2002.txt 0.75
Hamas_g-2030d2014-07-22.txt 0.5
Hamas_g-1891d2015-05-02.txt 0.857143
Hamas_g-414d1995-04-02.txt 0.504042
Hamas_g-631d2008-01-15.txt 1.0
Hamas_g-995d18-01-2009.txt 1.0
Hamas_g-486d24-3-2004.txt 1.0
Hamas_g-778d2005-06-18.txt 0.696959
Hamas_g-566d12-06-2007.txt 1.0
Hamas_g-1724d2007-12-03.txt 0.777778
Hamas_g-1912d2015-12-14.txt 0.666667
Hamas_g-1353d2011-02-01.txt 1.0
Hamas_g-1592d2003-03-13.txt 0.881587
Hamas_g-322d17-10-2004.txt 0.857571
Hamas_g-703d20-3-2008.txt 0.888889
Hamas_g-451d2005-05-18.txt 1.0
Hamas_g-812d2001-10-15.txt 1.0
Hamas_g-1835d2014-07-22.txt 1.0
Hamas_g-1476d1992-04-08.txt 0.667259
Hamas_g-2196d2014-07-27.txt 0.600492
Hamas_g-770d22-2-10.txt 1.0
Hamas_g-1599d2004-05-20.txt 0.695338
Hamas_g-1708d2007-12-03.txt 0.635339
Hamas_g-1518d21-6-2001.txt 0.823749
Hamas_g-150d16-2-2003.txt 0.666667
Hamas_g-416d2001-10-10.txt 0.8
Hamas_g-474d2006-11-22.txt 0.777778
Hamas_g-634d2008-01-15.txt 0.833256
Hamas_g-1850d25-7-2014.txt 0.5
Hamas_g-1996d2017-02-13.txt 0.75
Hamas_g-1222d18-01-2009.txt 0.800023
Hamas_g-587d2007-05-26.txt 1.0
Hamas_g-903d18-01-2009.txt 0.697504
Hamas_g-1168d2009-10-02.txt 0.626508
Hamas_g-1556d2002-04-22.txt 1.0
Hamas_g-590d31-5-2003.txt 0.966337
Hamas_g-281d31-8-2004.txt 0.750019
Hamas_g-1649d2007-05-16.txt 0.8
Hamas_g-2178d2014-07-12.txt 0.75
Hamas_g-1627d2003-06-06.txt 0.333333
Hamas_g-1884d1995-06-02.txt 0.651676
Hamas_g-1325d2011-01-23.txt 0.857143
Hamas_g-1485d1993-05-19.txt 0.403685
Hamas_g-431d18-7-2006.txt 1.0
Hamas_g-762d2008-06-06.txt 0.545455
Hamas_g-930d18-01-2009.txt 0.888889
Hamas_g-524d2007-06-15.txt 0.57143
Hamas_g-1505d2000-03-02.txt 0.333128
Hamas_g-1596d2004-06-30.txt 0.874964
Hamas_g-674d28-2-2008.txt 0.624999
Hamas_g-1565d30-5-2003.txt 1.0
Hamas_g-1240d18-01-2009.txt 1.0
Hamas_g-2040d2014-08-01.txt 0.838658
Hamas_g-1251d2004-03-14.txt 0.864775
Hamas_g-1162d18-01-2009.txt 0.625
Hamas_g-1632d2001-08-02.txt 1.0
Hamas_g-1913d2015-10-10.txt 1.0
Hamas_g-383d23-9-2005.txt 1.0
Hamas_g-1198d18-01-2009.txt 0.424262
Hamas_g-559d2007-09-08.txt 0.909091
Hamas_g-1870d2003-05-07.txt 1.0
Hamas_g-1291d2007-05-20.txt 1.0
Hamas_g-1200d18-01-2009.txt 0.999996
Hamas_g-457d2005-06-12.txt 1.0
Hamas_g-1625d2005-07-15.txt 1.0
Hamas_g-1341d2011-04-09.txt 0.381269
Hamas_g-37d2000-08-05.txt 0.403349
Hamas_g-210d2003-09-01.txt 1.0
Hamas_g-780d2008-06-19.txt 0.666667
Hamas_g-2192d2014-07-29.txt 0.6
Hamas_g-2298d2014-07-23.txt 1.0
Hamas_g-728d2008-04-11.txt 0.999943
Hamas_g-31d2000-11-23.txt 1.0
Hamas_g-546d2007-06-11.txt 1.0
Hamas_g-1701d2008-05-14.txt 0.714286
Hamas_g-2213d2014-07-26.txt 2.10738e-11
Hamas_g-791d11-06-2007.txt 0.625
Hamas_g-1099d18-01-2009.txt 0.765198
Hamas_g-1296d18-01-2009.txt 0.641123
Hamas_g-2308d18-01-2009.txt 0.714286
Hamas_g-623d2006-12-28.txt 1.0
Hamas_g-982d18-01-2009.txt 0.571429
Hamas_g-1892d2015-05-18.txt 1.0
Hamas_g-2010d2014-07-16.txt 0.2
Hamas_g-1201d18-01-2009.txt 0.5
Hamas_g-345d2005-12-26.txt 0.991745
Hamas_g-2307d2014-07-23.txt 1.0
Hamas_g-288d7-9-2004.txt 1.0
Hamas_g-1453d2013-06-11.txt 1.0
Hamas_g-1726d2007-10-25.txt 0.833333
Hamas_g-1260d2010-01-20.txt 1.0
Hamas_g-133d2002-06-24.txt 1.0
Hamas_g-926d18-01-2009.txt 0.648938
Hamas_g-1953d18-7-2016.txt 0.714286
Hamas_g-96d2002-01-09.txt 1.0
Hamas_g-1729d2006-05-03.txt 0.714286
Hamas_g-1828d2014-07-18.txt 0.666667
Hamas_g-104d28-9-2002.txt 1.0
Hamas_g-1138d20-12-2007.txt 0.999951
Hamas_g-2181d2014-08-02.txt 0.666667
Hamas_g-363d2005-05-18.txt 1.0
Hamas_g-1975d2009-01-07.txt 1.0
Hamas_g-497d2006-08-04.txt 1.0
Hamas_g-1392d2012-10-22.txt 0.71429
Hamas_g-1852d2014-07-20.txt 0.750665
Hamas_g-1019d18-01-2009.txt 0.625
Hamas_g-1955d2016-07-27.txt 1.0
Hamas_g-1738d2008-12-24.txt 0.555556
Hamas_g-2311d2014-07-30.txt 1.0
Hamas_g-26d1997-07-21.txt 0.999203
Hamas_g-1294d18-01-2009.txt 1.0
Hamas_g-842d2006-07-05.txt 0.666213
Hamas_g-44d2001-10-26.txt 1.0
Hamas_g-797d2008-07-08.txt 1.0
Hamas_g-1229d1994-10-09.txt 1.0
Hamas_g-2066d2014-08-11.txt 0.666667
Hamas_g-1173d18-01-2009.txt 0.665426
Hamas_g-13d1993-04-20.txt 0.625
Hamas_g-1930d26-01-2016.txt 0.777778
Hamas_g-1302d1992-07-12.txt 1.0
Hamas_g-472d2006-11-25.txt 0.555556
Hamas_g-1440d21-11-2012.txt 1.0
Hamas_g-307d2004-10-06.txt 0.923077
Hamas_g-1343d2011-04-09.txt 1.0
Hamas_g-2153d18-01-2009.txt 1.0
Hamas_g-1308d17-9-2010.txt 1.0
Hamas_g-2006d2014-07-11.txt 1.0
Hamas_g-2085d2009-01-13.txt 0.200154
Hamas_g-598d2006-11-03.txt 1.0
Hamas_g-1538d2002-04-22.txt 1.0
Hamas_g-779d28-9-2006.txt 0.833499
Hamas_g-2279d2014-07-23.txt 1.0
Hamas_g-629d2007-05-18.txt 0.8
Hamas_g-1589d14-5-2004.txt 1.0
Hamas_g-1735d2008-11-12.txt 0.625
Hamas_g-234d5-6-1981.txt 1.0
Hamas_g-517d2006-11-23.txt 0.625
Hamas_g-250d22-3-2004.txt 0.875
Hamas_g-1232d18-01-2009.txt 1.0
Hamas_g-354d2005-01-12.txt 0.500001
Hamas_g-680d2008-03-03.txt 0.712889
Hamas_g-1653d2006-08-10.txt 0.75
Hamas_g-396d11-11-2002.txt 0.333335
Hamas_g-247d11-2-2004.txt 1.0
Hamas_g-1335d2011-04-04.txt 0.428571
Hamas_g-1115d18-01-2009.txt 0.857143
Hamas_g-2156d18-01-2009.txt 0.857143
Hamas_g-743d2007-11-26.txt 0.516205
Hamas_g-1145d18-01-2009.txt 0.699969
Hamas_g-2223d2014-08-09.txt 1.0
Hamas_g-1154d18-01-2009.txt 1.0
Hamas_g-1140d2009-08-14.txt 0.58741
Hamas_g-463d2006-06-27.txt 0.833337
Hamas_g-1723d2007-12-21.txt 0.995115
Hamas_g-1195d18-01-2009.txt 0.999995
Hamas_g-2033d26-3-1996.txt 1.0
Hamas_g-1107d18-01-2009.txt 0.857143
Hamas_g-124d8-11-2002.txt 1.0
Hamas_g-481d2006-08-05.txt 1.0
Hamas_g-649d2008-01-22.txt 1.0
Hamas_g-1520d2002-04-08.txt 1.0
Hamas_g-1431d21-11-2012.txt 0.388902
Hamas_g-2206d2014-08-25.txt 2.57066e-19
Hamas_g-42d2001-03-27.txt 1.0
Hamas_g-1932d26-01-2016.txt 0.799993
Hamas_g-1357d2011-08-17.txt 0.742916
Hamas_g-1757d2007-11-28.txt 0.8
Hamas_g-504d2007-03-26.txt 1.0
Hamas_g-1837d2014-08-07.txt 0.5
Hamas_g-1525d2002-05-03.txt 0.586546
Hamas_g-730d2008-04-20.txt 0.714286
Hamas_g-2015d2007-06-01.txt 1.0
Hamas_g-2053d2014-08-05.txt 1.0
Hamas_g-270d2004-06-29.txt 1.0
Hamas_g-158d2003-03-08.txt 0.874935
Hamas_g-249d2004-03-07.txt 1.0
Hamas_g-1471d2014-03-11.txt 1.0
Hamas_g-1078d18-01-2009.txt 1.0
Hamas_g-1570d2003-08-24.txt 1.0
Hamas_g-578d2006-07-06.txt 0.777778
Hamas_g-1152d18-01-2009.txt 0.857143
Hamas_g-583d12-06-2007.txt 1.0
Hamas_g-1941d2016-03-03.txt 0.833334
Hamas_g-1849d22-7-2014.txt 0.75
Hamas_g-579d28-5-2002.txt 1.0
Hamas_g-1384d2012-08-01.txt 0.864498
Hamas_g-323d15-10-2004.txt 1.0
Hamas_g-564d2006-08-30.txt 1.0
Hamas_g-915d18-01-2009.txt 0.411819
Hamas_g-36d2001-12-12.txt 0.9
Hamas_g-2316d2014-07-23.txt 1.0
Hamas_g-714d2007-05-20.txt 0.714286
Hamas_g-874d2006-01-02.txt 0.625
Hamas_g-1637d2006-06-16.txt 0.994489
Hamas_g-2057d2014-08-01.txt 0.500056
Hamas_g-2304d2009-10-13.txt 0.666667
Hamas_g-341d2004-11-19.txt 0.829282
Hamas_g-1259d2010-01-12.txt 0.890891
Hamas_g-97d2002-05-05.txt 1.0
Hamas_g-1688d2007-12-30.txt 0.7
Hamas_g-2026d2014-07-29.txt 0.5
Hamas_g-1457d2013-09-02.txt 0.333333
Hamas_g-1155d18-01-2009.txt 1.0
Hamas_g-1418d21-11-2012.txt 0.875
Hamas_g-2075d2014-07-24.txt 1.0
Hamas_g-854d30-5-2004.txt 1.0
Hamas_g-48d2001-04-29.txt 1.0
Hamas_g-636d2008-01-15.txt 1.0
Hamas_g-330d2004-10-02.txt 1.0
Hamas_g-324d29-10-2004.txt 0.818375
Hamas_g-2050d2014-08-02.txt 0.444444
Hamas_g-1445d2-4-2013.txt 0.989313
Hamas_g-1825d2014-07-25.txt 0.75
Hamas_g-352d28-10-2004.txt 1.0
Hamas_g-644d2008-01-19.txt 1.0
Hamas_g-435d8-7-2006.txt 1.0
Hamas_g-2285d2009-04-01.txt 0.714286
Hamas_g-2187d2014-07-12.txt 0.666667
Hamas_g-1441d21-11-2012.txt 0.600001
Hamas_g-2046d2014-07-30.txt 0.333333
Hamas_g-513d2004-04-26.txt 0.857143
Hamas_g-1164d18-01-2009.txt 0.777778
Hamas_g-1532d2002-09-26.txt 1.0
Hamas_g-1379d2012-06-18.txt 0.738767
Hamas_g-1885d2015-04-02.txt 1.0
Hamas_g-168d9-4-2003.txt 0.888896
Hamas_g-1284d18-01-2009.txt 0.875
Hamas_g-1619d2004-12-30.txt 1.0
Hamas_g-260d15-4-2004.txt 1.0
Hamas_g-1679d2008-05-29.txt 0.285715
Hamas_g-1721d2-10-2004.txt 0.857143
Hamas_g-1238d3-1-2007.txt 1.0
Hamas_g-825d2008-08-29.txt 0.6
Hamas_g-1856d26-7-2014.txt 0.743995
Hamas_g-203d12-8-2003.txt 0.6
Hamas_g-356d2005-01-14.txt 0.75
Hamas_g-386d2002-03-11.txt 0.888889
Hamas_g-767d10-6-2008.txt 1.0
Hamas_g-506d31-1-2002.txt 0.569062
Hamas_g-1866d25-7-2014.txt 0.666667
Hamas_g-1337d2011-04-08.txt 0.8
Hamas_g-1535d2002-12-30.txt 0.9
Hamas_g-1603d30-9-2004.txt 0.8
Hamas_g-296d7-9-2004.txt 0.857143
Hamas_g-789d16-6-2007.txt 0.639585
Hamas_g-523d2002-08-26.txt 0.699995
Hamas_g-119d8-6-2002.txt 0.6
Hamas_g-845d2007-12-01.txt 1.0
Hamas_g-1359d2011-08-19.txt 0.857212
Hamas_g-1820d25-7-2014.txt 0.500209
Hamas_g-1860d2014-08-02.txt 0.444444
Hamas_g-851d2007-10-30.txt 1.0
Hamas_g-1966d2016-10-16.txt 0.4
Hamas_g-1442d21-11-2012.txt 0.833333
Hamas_g-1265d18-01-2009.txt 0.83335
Hamas_g-802d16-12-2007.txt 1.0
Hamas_g-378d31-12-2004.txt 0.857143
Hamas_g-2029d2014-07-31.txt 1.0
Hamas_g-1246d18-01-2009.txt 0.874961
Hamas_g-1933d26-01-2016.txt 0.888889
Hamas_g-1344d2011-04-12.txt 0.4
Hamas_g-1530d12-9-1979.txt 1.0
Hamas_g-1861d2014-12-18.txt 0.136765
Hamas_g-331d2004-10-14.txt 0.999998
Hamas_g-1595d2003-03-13.txt 1.0
Hamas_g-184d19-5-2003.txt 0.863636
Hamas_g-885d2008-11-20.txt 0.850144
Hamas_g-739d18-5-2007.txt 1.0
Hamas_g-19d1995-04-02.txt 1.0
Hamas_g-556d2006-07-27.txt 0.571657
Hamas_g-1558d1-1-2003.txt 0.937501
Hamas_g-214d6-9-2003.txt 0.999997
Hamas_g-750d2008-05-10.txt 0.555556
Hamas_g-1746d18-01-2009.txt 0.750343
Hamas_g-1489d2-7-1993.txt 0.777778
Hamas_g-1973d2016-12-16.txt 1.0
Hamas_g-664d2008-01-04.txt 0.833219
Hamas_g-1752d18-01-2009.txt 0.888919
Hamas_g-531d27-06-2007.txt 0.833333
Hamas_g-271d10-7-2004.txt 0.572153
Hamas_g-1149d18-01-2009.txt 0.7
Hamas_g-1306d2010-08-04.txt 1.0
Hamas_g-849d14-10-2008.txt 0.505078
Hamas_g-223d2003-12-06.txt 1.0
Hamas_g-1690d2008-04-01.txt 0.834783
Hamas_g-1147d18-01-2009.txt 0.500007
Hamas_g-336d2004-10-02.txt 1.0
Hamas_g-1355d2011-08-11.txt 0.3
Hamas_g-50d2001-12-02.txt 1.0
Hamas_g-245d2002-03-15.txt 1.0
Hamas_g-329d1994-10-19.txt 0.818242
Hamas_g-1067d18-01-2009.txt 0.725464
Hamas_g-1376d1995-04-09.txt 0.75
Hamas_g-1307d2010-09-05.txt 0.2
Hamas_g-198d27-6-2003.txt 0.650502
Hamas_g-20d1996-01-19.txt 1.0
Hamas_g-839d2007-12-01.txt 1.0
Hamas_g-1256d21-5-2008.txt 0.75
Hamas_g-1628d2003-06-05.txt 0.857143
Hamas_g-1591d2004-05-18.txt 1.0
Hamas_g-1346d2011-05-05.txt 0.5
Hamas_g-900d18-01-2009.txt 0.500018
Hamas_g-34d2001-12-28.txt 0.571429
Hamas_g-776d2008-06-13.txt 0.666672
Hamas_g-85d2002-01-22.txt 1.0
Hamas_g-1648d9-9-2003.txt 1.0
Hamas_g-1187d18-01-2009.txt 0.875
Hamas_g-1786d2009-01-15.txt 0.916667
Hamas_g-813d2004-04-27.txt 0.6
Hamas_g-246d3-3-2003.txt 0.928571
Hamas_g-1183d18-01-2009.txt 0.72618
Hamas_g-1646d2007-01-28.txt 0.75
Hamas_g-713d2008-03-28.txt 0.572585
Hamas_g-1295d18-01-2009.txt 0.833333
Hamas_g-1262d18-01-2009.txt 0.670799
Hamas_g-1528d2002-07-17.txt 1.0
Hamas_g-1967d2016-10-22.txt 1.0
Hamas_g-990d18-01-2009.txt 0.75
Hamas_g-222d4-12-1984.txt 1.0
Hamas_g-921d18-01-2009.txt 0.666667
Hamas_g-1636d2004-11-25.txt 1.0
Hamas_g-1629d2005-09-13.txt 0.347225
Hamas_g-618d2003-11-08.txt 0.8
Hamas_g-220d10-10-2003.txt 1.0
Hamas_g-582d2006-12-29.txt 0.699998
Hamas_g-887d2008-12-22.txt 1.0
Hamas_g-2038d2014-08-01.txt 7.50981e-12
Hamas_g-415d2004-09-19.txt 0.863632
Hamas_g-1272d2010-02-03.txt 1.0
Hamas_g-665d2007-08-14.txt 1.0
Hamas_g-1588d2004-05-05.txt 1.0
Hamas_g-925d18-01-2009.txt 0.666625
Hamas_g-1319d2010-11-25.txt 0.833333
Hamas_g-135d2002-04-27.txt 0.979027
Hamas_g-71d15-12-2002.txt 1.0
Hamas_g-862d2007-08-14.txt 0.857166
Hamas_g-1764d1994-01-14.txt 1.0
Hamas_g-1773d2007-08-08.txt 0.992583
Hamas_g-1144d2009-08-14.txt 0.444444
Hamas_g-1668d2007-09-06.txt 1.0
Hamas_g-195d21-6-2003.txt 0.921674
Hamas_g-1170d18-01-2009.txt 0.721886
Hamas_g-1450d2013-05-11.txt 1.0
Hamas_g-1759d2007-09-06.txt 0.833297
Hamas_g-208d30-8-2003.txt 1.0
Hamas_g-835d2007-10-30.txt 1.0
Hamas_g-190d13-6-2003.txt 0.833503
Hamas_g-2014d2014-07-18.txt 0.746004
Hamas_g-1901d2015-07-31.txt 0.600001
Hamas_g-1656d2006-06-04.txt 1.0
Hamas_g-268d20-5-2001.txt 1.0
Hamas_g-2272d2014-07-19.txt 1.0
Hamas_g-929d18-01-2009.txt 0.667955
Hamas_g-1626d2005-09-16.txt 1.0
Hamas_g-560d2006-07-10.txt 1.0
Hamas_g-1245d18-01-2009.txt 1.0
Hamas_g-314d29-9-2004.txt 0.857143
Hamas_g-136d3-11-1975.txt 1.0
